Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Description
Butylate,-3.4530000000000003,1,217.378,0,0,5,20.31,-3.68,CCSC(=O)N(CC(C)C)CC(C)C,"cid is 3314,compound_name is Eugenol,cid_paras is 3314,Molecular_Weight is 164.20,XLogP3 is 2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 164.083729621,Monoisotopic_Mass is 164.083729621,Topological_Polar_Surface_Area is 29.5,""Unit"":""Å²"",Heavy_Atom_Count is 12,Formal_Charge is 0,Complexity is 145,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Eugenolappearsasclearcolorlesspaleyelloworamber-coloredliquid.Odorofcloves.Spicypungenttaste.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Eugenol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-3314,Color/Form is Colorlessorpaleyellowliquid,Odor is Odorofcloves,Boiling_Point is 489°Fat760mmHg(NTP,1992),Melting_Point is 15.4to15.6°F(NTP,1992),Flash_Point is 219°F(NTP,1992),Density is 1.0652at68°F(NTP,1992)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
nitroglycerin,-2.029,1,227.085,0,0,8,157.11,-2.22,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,"cid is 6464,compound_name is Aprobarbital,cid_paras is 6464,Molecular_Weight is 210.23,XLogP3 is 1.1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 210.10044231,Monoisotopic_Mass is 210.10044231,Topological_Polar_Surface_Area is 75.3,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 314,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is CRYSTALS,Melting_Point is 141,""Unit"":""°C"""
m-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.19,Nc1cccc(c1)N(=O)=O,"cid is 31423,compound_name is Pyrene,cid_paras is 31423,Molecular_Weight is 202.25,XLogP3 is 4.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 202.078250319,Monoisotopic_Mass is 202.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 16,Formal_Charge is 0,Complexity is 217,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Pyreneisacolorlesssolid,solidandsolutionshaveaslightbluefluorescence.Usedinbiochemicalresearch.(EPA,1998)"",""Markup"":[{""Start"":0,""Length"":6,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Pyrene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-31423,Color/Form is Monoclinicprismatictabletsfromalcoholorbysublimation;purepyreneiscolorless"",""Markup"":[{""Start"":66,""Length"":6,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/pyrene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-31423,Boiling_Point is 759°Fat760mmHg(EPA,1998),Melting_Point is 313°F(EPA,1998),Flash_Point is >200.0°C(>392.0°F),Density is 1.27at73.4°F(EPA,1998)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
1-Chlorobutane,-1.94,1,92.569,0,0,2,0.0,-2.03,CCCCCl,"cid is 7765,compound_name is Acetal,cid_paras is 7765,Molecular_Weight is 118.17,XLogP3 is 0.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 4,Exact_Mass is 118.099379685,Monoisotopic_Mass is 118.099379685,Topological_Polar_Surface_Area is 18.5,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 39.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Acetalappearsasaclearcolorlessliquidwithapleasantodor.Boilingpoint103-104°C.Flashpoint-5°F.Density0.831g/cm3.Slightlysolubleinwater.Vaporsheavierthanair.Moderatelytoxicandnarcoticinhighconcentrations."",""Markup"":[{""Start"":153,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Color/Form is COLORLESSLIQUID,Odor is PUNGENT,GREEN,WOODYSOLVENTODOR,Boiling_Point is 216°Fat760mmHg(USCG,1999),Melting_Point is -148°F(USCG,1999),Flash_Point is -5°F(USCG,1999),Density is 0.831at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
triforine,-3.715,1,430.9340000000001,2,1,6,64.68,-4.19,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,"cid is 11327,compound_name is 1,3-Dimethylnaphthalene,cid_paras is 11327,Molecular_Weight is 156.22,XLogP3 is 4.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 156.093900383,Monoisotopic_Mass is 156.093900383,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 12,Formal_Charge is 0,Complexity is 150,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Clear,lightyellowliquid;[AldrichMSDS]"
Fluridone,-4.249,1,329.32099999999997,0,3,2,22.0,-4.445,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,"cid is 8133,compound_name is 2-Butoxyethanol,cid_paras is 8133,Molecular_Weight is 118.17,XLogP3 is 0.8,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 5,Exact_Mass is 118.099379685,Monoisotopic_Mass is 118.099379685,Topological_Polar_Surface_Area is 29.5,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 37.5,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Ethyleneglycolmonobutyletherappearsasacolorlessliquidwithamild,pleasantodor.Lessdensethanwater.Flashpoint160°F.Irritatesskinandeyesandmaybetoxicbyingestion.Usedasasolventandtomakepaintsandvarnish."",""Markup"":[{""Start"":0,""Length"":31,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Ethylene%20glycol%20monobutyl%20ether"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8133"",Color/Form is Colorlessliquid,Odor is Mild,ether-likeodor,Boiling_Point is 340°Fat743mmHg(NTP,1992),Melting_Point is -94°F(NTP,1992),Flash_Point is 141°F(NTP,1992),Density is 0.902at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
6-aminochrysene,-4.849,1,243.309,1,4,0,26.02,-6.2,Nc3cc2c1ccccc1ccc2c4ccccc34 ,"cid is 6720,compound_name is Pentachloronitrobenzene,cid_paras is 6720,Molecular_Weight is 295.3,XLogP3 is 4.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 294.834217,Monoisotopic_Mass is 292.837167,Topological_Polar_Surface_Area is 45.8,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 219,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Quintozeneappearsascrystallinepaleyellowtowhitesolidorpowderwithamustymothballodor.Insolubleinwateranddenserthanwater.Hencesinksinwater."",""Markup"":[{""Start"":0,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Quintozene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6720"",Color/Form is Paleyellowcrystals,Odor is Mustyodor,Boiling_Point is 622°Fat760mmHg(withsomedecomposition)(NTP,1992),Melting_Point is 295°F(NTP,1992),Density is 1.718at77°F(NTP,1992)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Estrone,-3.872,1,270.372,1,4,0,37.3,-3.955,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,"cid is 225,compound_name is 3-Epiandrosterone,cid_paras is 225,Molecular_Weight is 290.4,XLogP3 is 3.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 290.224580195,Monoisotopic_Mass is 290.224580195,Topological_Polar_Surface_Area is 37.3,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 459,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 7,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
RTI 17,-4.227,1,269.373,0,3,1,19.37,-4.706,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,"cid is 91677,compound_name is Flurochloridone,cid_paras is 91677,Molecular_Weight is 312.11,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 2,Exact_Mass is 311.0091538,Monoisotopic_Mass is 311.0091538,Topological_Polar_Surface_Area is 20.3,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 350,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 2,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
"1,2-Propylene oxide",-0.358,1,58.08,0,1,0,12.53,-0.59,CC1CO1,"cid is 7047,compound_name is Quinoline,cid_paras is 7047,Molecular_Weight is 129.16,XLogP3 is 2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 129.057849228,Monoisotopic_Mass is 129.057849228,Topological_Polar_Surface_Area is 12.9,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 111,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Quinolineappearsasacolorlessliquidwithapeculiarodor.Slightlydenserthanwater.Contactmayirritatetoskin,eyes,andmucousmembranes.Maybetoxicbyingestion.Usedtomakeotherchemicals."",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Quinoline"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7047"",Color/Form is COLORLESSTOBROWN/SRP:TECHNICALGRADE/,Odor is Penetratingodor,notasoffensiveaspyridine"",""Markup"":[{""Start"":38,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/pyridine"",""Type"":""PubChemInternalLink"",""Extra"":""CID-1049,Boiling_Point is 460°Fat760mmHg(NTP,1992),Melting_Point is 5°F(NTP,1992),Flash_Point is 138°F(NFPA,2010),Density is 1.095at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Nitrazepam,-3.4730000000000003,1,281.271,1,3,2,84.6,-3.796,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,"cid is 7428,compound_name is Methyl gallate,cid_paras is 7428,Molecular_Weight is 184.15,XLogP3 is 0.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 2,Exact_Mass is 184.03717335,Monoisotopic_Mass is 184.03717335,Topological_Polar_Surface_Area is 87,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 181,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid;[MerckIndex]Beigepowder;[Sigma-AldrichMSDS]"
"1,3-diethylthiourea",-1.028,1,132.232,2,0,2,24.06,-1.46,CCNC(=S)NCC,"cid is 3365,compound_name is Fluconazole,cid_paras is 3365,Molecular_Weight is 306.27,XLogP3 is 0.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 5,Exact_Mass is 306.10406535,Monoisotopic_Mass is 306.10406535,Topological_Polar_Surface_Area is 81.6,""Unit"":""Å²"",Heavy_Atom_Count is 22,Formal_Charge is 0,Complexity is 358,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Whitecrystallinepowder,Boiling_Point is 579.8,Melting_Point is 138-140°C"
"2,3,5-Trichlorophenol",-3.78,1,197.448,1,1,0,20.23,-2.67,Oc1cc(Cl)cc(Cl)c1Cl,"cid is 2733,compound_name is Chlorzoxazone,cid_paras is 2733,Molecular_Weight is 169.56,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 168.9930561,Monoisotopic_Mass is 168.9930561,Topological_Polar_Surface_Area is 38.3,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 185,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 191-191.5"
Propyl propanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.34,CCCCC(=O)OC,"cid is 53038,compound_name is 2,2',3,4,4',5,6-Heptachlorobiphenyl,cid_paras is 53038,Molecular_Weight is 395.3,XLogP3 is 7.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 393.802494,Monoisotopic_Mass is 391.805444,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 297,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Aniline ,-1.632,1,93.129,1,1,0,26.02,-0.41,Nc1ccccc1,"cid is 5781,compound_name is Alloxan,cid_paras is 5781,Molecular_Weight is 142.07,XLogP3 is -1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 0,Exact_Mass is 142.00145655,Monoisotopic_Mass is 142.00145655,Topological_Polar_Surface_Area is 92.3,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 222,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid;[MerckIndex]Tetrahydrate:Whitesolid;[Reidel-deHaenMSDS],Color/Form is Orthorhombiccrystalsfromanhydrousacetoneorglacialaceticacidorbysublimationinvacuo.Turnspinkat230°C...Hotaqueoussolutionsareyellowandbecomecolorlessoncooling"",""Markup"":[{""Start"":37,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/acetone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-180"",Boiling_Point is Sublimes,Melting_Point is 256°C(decomposes),Density is 1.07"
"1,5-Dimethlnapthalene",-4.147,1,156.228,0,2,0,0.0,-4.678999999999999,Cc1cccc2c(C)cccc12,"cid is 8881,compound_name is 1,3-Dichloropropane,cid_paras is 8881,Molecular_Weight is 112.98,XLogP3 is 2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 2,Exact_Mass is 111.9846556,Monoisotopic_Mass is 111.9846556,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 12.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1,3-dichloropropaneisacolorlesswateryliquidwithasweetodor.Sinksinwater.Producesirritatingvapor.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":19,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1%2C3-dichloropropane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8881"",Color/Form is Colorlessliquid,Odor is Sweet,Boiling_Point is 248.7°Fat760mmHg(USCG,1999),Melting_Point is -147.1°F(USCG,1999),Flash_Point is 70°F(est.)(USCG,1999),Density is 1.1878at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":43,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
hydrochlorothiazide,-1.72,1,297.745,3,2,1,118.36,-2.63,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,"cid is 14082,compound_name is 1-Bromo-3-fluorobenzene,cid_paras is 14082,Molecular_Weight is 175.00,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 173.94804,Monoisotopic_Mass is 173.94804,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 74.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Acenapthylene,-3.682,2,152.19599999999994,0,3,0,0.0,-3.96,C1=Cc2cccc3cccc1c23,"cid is 7806,compound_name is 1-Bromo-4-chlorobenzene,cid_paras is 7806,Molecular_Weight is 191.45,XLogP3 is 3.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 189.91849,Monoisotopic_Mass is 189.91849,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 66.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Beigecrystallinesolid;[Sigma-AldrichMSDS]"
Ethyl butyrate,-2.254,1,144.21399999999997,0,0,5,26.3,-1.28,CCCCCOC(=O)CC,"cid is 6589,compound_name is 2,3-Dimethylbutane,cid_paras is 6589,Molecular_Weight is 86.18,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 86.109550447,Monoisotopic_Mass is 86.109550447,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 21,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 2,3-dimethylbutaneappearsasaclearcolorlessliquidwithapetroleum-likeodor.Flashpoint-20°F.Lessdensethanwaterandinsolubleinwater.Vaporsheavierthanair."",""Markup"":[{""Start"":0,""Length"":18,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/2%2C3-dimethylbutane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6589"",Color/Form is COLORLESSLIQUID,Boiling_Point is 136.4°Fat760mmHg(NTP,1992),Melting_Point is -199.3°F(NTP,1992),Flash_Point is -20°F(NTP,1992),Density is 0.6616at68°F(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Atratone,-3.185,1,211.269,2,1,5,71.96000000000001,-2.084,CCNc1nc(NC(C)C)nc(OC)n1,"cid is 7844,compound_name is 1-Butene,cid_paras is 7844,Molecular_Weight is 56.11,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 56.062600255,Monoisotopic_Mass is 56.062600255,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 14,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1-buteneisacolorlessgas.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1-butene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7844,Color/Form is Colorlessgas,Odor is Slightlyaromaticodor,Boiling_Point is 21°Fat760mmHg(NTP,1992),Melting_Point is -301.5°F(NTP,1992),Flash_Point is -110°F(NTP,1992),Density is 0.6255at19.9°F(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":48,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Benzo(a)pyrene,-6.007000000000001,2,252.31599999999997,0,5,0,0.0,-8.699,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,"cid is 40234,compound_name is 2,2',3,4,5,5'-Hexachlorobiphenyl,cid_paras is 40234,Molecular_Weight is 360.9,XLogP3 is 7.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 359.841466,Monoisotopic_Mass is 357.844416,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 286,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
