smiles,FDA_APPROVED,CT_TOX,PubchemCID,pos
CC(C[N+](C)(C)C)OC(=O)N,1,0,2370,9.090909090847532e-06 9.09090909092323e-06 9.090909090905566e-06
CC(C[NH2+]C1CCCCC1)OC(=O)c2ccccc2,1,0,0,
CC(Cc1ccc(cc1)O)[NH3+],1,0,23378249,-9.090909090928276e-06 3.2802043909379627e-17 9.090909090880334e-06
CC(Cc1ccc(cc1)OC)[NH2+]CC(c2ccc(c(c2)NC=O)O)O,1,0,74441105,1.7763568394002505e-17 8.000000000016883e-06 -4.000000000012882e-06
CC(Cc1ccc2c(c1)OCO2)[NH2+]CC(c3ccc(c(c3)O)O)O,1,0,0,
CC(Cc1ccccc1)[NH+](C)Cc2ccccc2,1,0,74580253,
CC(Cc1ccccc1)[NH2+]C,1,0,5250834,-2.8260222445003984e-16 -5.046468293750712e-18 0.0
CC(Cc1ccccc1)[NH3+],1,0,4055279,-9.999999999887876e-06 1.3877787807814457e-17 -1.6653345369377347e-17
CC(CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,1,0,78422653,9.090909090928276e-06 -9.090909090918183e-06 2.0185873175002847e-17
CC(CCc1ccccc1)[NH2+]CC(c2ccc(c(c2)C(=O)N)O)O,1,0,24848330,1.4802973661668753e-16 -1.2499999999989372e-05 1.850371707708594e-17
CC(CCC[NH3+])Nc1cc(cc2c1nccc2)OC,1,0,24848224,-7.011934892369409e-17 1.0526315789472526e-05 2.337311630789803e-17
CC(CN(c1c(cc(c(c1I)N)I)I)C(=O)C)C(=O)[O-],1,0,0,
CC(CN1c2ccccc2CCc3c1cccc3)C[NH+](C)C,1,0,5232618,-1.6148698540002277e-16 9.090909090958554e-06 9.090909090940892e-06
CC(CN1c2ccccc2Sc3c1cccc3)[NH+](C)C,1,0,24848341,8.881784197001253e-17 -4.999999999977245e-06 -9.999999999984327e-06
CC(CN1c2ccccc2Sc3c1cccc3)C[NH+](C)C,1,0,74441100,-9.516197353929913e-17 -9.523809523808474e-06 -9.523809523840856e-06
CC(CN1CC[NH+](CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O,1,0,0,
CC(COc1ccccc1)[NH+](CCCl)Cc2ccccc2,1,0,5230729,0.0 4.761904761809076e-06 -9.523809523834909e-06
CC(CS(=O)(=O)c1ccc(cc1)F)(C(=O)Nc2ccc(c(c2)C(F)(F)F)C#N)O,1,0,0,
CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1,0,3793939,9.090909090918103e-06 -2.0185873175002847e-17 9.090909090887903e-06
CC(=O)/N=c\1/n(nc(s1)S(=O)(=O)N)C,1,0,0,
CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)c5ccc(cc5)N(C)C)C)OC(=O)C,1,0,130904,1.7763568394002506e-16 -2.8571428570854454e-06 2.5376526277146434e-17
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,1,0,9051,-1.544658121217609e-16 -4.347826086965697e-06 8.695652173936221e-06
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1,0,5994,-8.69565217397001e-06 -2.896233977283017e-17 -4.347826086946389e-06
CC(=O)[N-]S(=O)(=O)c1ccc(cc1)N,1,0,3956708,-7.142857142967378e-06 3.172065784643304e-17 -7.142857142864038e-06
CC(=O)[O-],1,0,175,1.0408340855860843e-17 3.0682921481339775e-17 2.5e-05
CC(=O)c1ccc(c(c1)OC)OCCC[NH+]2CCC(CC2)c3c4ccc(cc4on3)F,1,0,36688241,1.1460366705808067e-16 -6.451612903225096e-06 1.2903225806407215e-05
CC(=O)c1ccc(cc1)S(=O)(=O)[N-]C(=O)NC2CCCCC2,1,0,51577316,-4.545454545484324e-06 -4.545454545565067e-06 4.545454545456568e-06
CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCC[NH+]4CCC(CC4)CCO,1,0,0,
CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCCN4CC[NH+](CC4)CCO,1,0,0,
CC(=O)CC(c1ccccc1)c2c(c3ccccc3oc2=O)[O-],1,0,5001396,-4.347826087062238e-06 -4.347826087023622e-06 4.347826086946389e-06
CC(=O)CCc1ccc2cc(ccc2c1)OC,1,0,4409,5.882352941110516e-06 -1.1764705882332054e-05 1.176470588234838e-05
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,1,0,4740,-1.3322676295501878e-16 -5.0000000000161025e-06 5.000000000043858e-06
CC(=O)N(C)c1c(c(c(c(c1I)C(=O)NCC(=O)Nc2c(c(c(c(c2I)C(=O)[O-])I)C(=O)NCCO)I)I)C(=O)NC)I,1,0,0,
CC(=O)N(CC(CN(c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)c2c(c(c(c(c2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,1,0,3724,
CC(=O)N(CC(CO)O)c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,1,0,3730,-2.9411764706075033e-06 2.6122894697062506e-17 5.8823529411807205e-06
CC(=O)N(CC(CO)O)c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,1,0,3743,2.7755575615628914e-17 3.1250000000274114e-06 0.0
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCC[NH3+])O)O)O,1,0,24848212,
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,0,1,456201,-4.9343245538895844e-17 3.0839528461809905e-17 2.777777777751258e-06
CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@H]3CO[C@](O3)(Cn4ccnc4)c5ccc(cc5Cl)Cl,1,0,456201,-4.9343245538895844e-17 3.0839528461809905e-17 2.777777777751258e-06
CC(=O)N[C@@H](CS)C(=O)[O-],1,0,7043949,1.0000000000021104e-05 -1.1102230246251566e-17 1.0000000000010001e-05
CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)[O-])O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)[O-])O)O)O,1,0,51508680,-3.3333333333551707e-06 -1.00000000000063e-05 -3.3333333333403675e-06
CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)[O-])[NH+]=C(N)N,1,0,40469135,4.347826086965697e-06 -4.347826086907772e-06 9.654113257610057e-18
CC(=O)N[C@H](COC)C(=O)NCc1ccccc1,1,0,219078,5.5555555555056e-06 -5.555555555542608e-06 0.0
CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)OC)OC)OC)OC,1,0,6167,3.448275861999675e-06 -4.594026308793751e-17 -3.448275862037959e-06
CC(=O)Nc1c(c(c(c(c1I)C(=O)[O-])I)C(=O)NC)I,1,0,108026,4.999999999988347e-06 5.000000000032756e-06 1.0000000000007226e-05
CC(=O)Nc1c(c(c(c(c1I)N(C)C(=O)C)I)C(=O)[O-])I,1,0,18953179,-4.229421046191072e-17 -2.114710523095536e-17 1.4285714285733859e-05
CC(=O)Nc1c(c(c(c(c1I)N(C)C(=O)C)I)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)I,1,0,443944,-6.2499999998744116e-06 6.249999999957678e-06 1.5612511283791264e-17
CC(=O)Nc1c(c(c(c(c1I)NC(=O)C)I)C(=O)[O-])I,1,0,3862646,4.999999999943938e-06 5.000000000032756e-06 1.0000000000023184e-05
CC(=O)Nc1c(cc(c(c1I)C(=O)[O-])I)I,1,0,4611060,-6.249999999929923e-06 0.0 6.249999999995842e-06
CC(=O)Nc1ccc(cc1)O,1,0,1983,0.0 -9.090909090948461e-06 9.090909090909094e-06
CC(=O)Nc1nnc(s1)S(=O)(=O)N,1,0,1986,2.049642507000289e-16 7.692307692298305e-06 7.692307692319923e-06
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,1,0,441401,4.166666666582941e-06 8.33333333335034e-06 -4.166666666656956e-06
CC(=O)NCc1c(c(c(c(c1I)NC(=O)C)I)C(=O)[O-])I,1,0,0,
CC(=O)NCCCS(=O)(=O)[O-],1,0,3636249,0.0 0.0 1.8181818181806086e-05
CC(=O)NO,1,0,1990,4.4408920985006264e-17 1.9999999999975594e-05 2.0000000000000052e-05
CC(=O)O[C@@H]1[C@@H](Sc2ccccc2N(C1=O)CC[NH+](C)C)c3ccc(cc3)OC,1,0,6957965,3.448275862122183e-06 -3.448275862030302e-06 -3.448275862083899e-06
CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,1,0,0,
CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)[NH+]5CCOCC5)C)C)[N+]6(CCCC6)CC=C,1,0,140682152,2.337311630789803e-17 4.0902953538821554e-17 2.6315789473739747e-06
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C,1,0,441289,4.8780487804980995e-06 -9.756097561017861e-06 -1.624716621402668e-17
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[NH+]4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C,1,0,40473180,1.1102230246251565e-16 4.999999999999449e-06 5.00000000005496e-06
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C,1,0,50192,-4.651162790686835e-06 -2.325581395322762e-06 -4.651162790697162e-06
CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,0,1,179344,9.09090909090809e-06 -4.545454545484324e-06 -1.3636363636309147e-05
CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4c5cccnc5)C)C,1,0,9821849,6.896551724121858e-06 -6.896551724120303e-06 7.656710514656252e-18
CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,0,1,9821849,6.896551724121858e-06 -6.896551724120303e-06 7.656710514656252e-18
CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C,1,0,0,
CC(=O)Oc1cc2c(s1)CC[NH+](C2)C(c3ccccc3F)C(=O)C4CC4,1,0,153647072,
CC(=O)Oc1ccc(cc1)C(c2ccc(cc2)OC(=O)C)c3ccccn3,1,0,2391,7.407407407455935e-06 -3.7037037037115197e-06 1.2335811384723961e-17
CC(=O)Oc1ccccc1C(=O)[O-],1,0,3434975,0.0 8.540177112501205e-18 7.6923076922919e-06
CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-],1,0,41684,-1.4285714285702139e-05 -1.4285714285680992e-05 -4.76190476189102e-06
CC(=O)OC1=CC=CC=C1C(=O)O,0,1,2244,1.538461538457953e-05 -7.692307692298305e-06 1.5384615384624366e-05
CC(=O)OCC(CCn1cnc2c1nc(nc2)N)COC(=O)C,1,0,3324,4.347826087028449e-06 4.347826086946389e-06 -8.695652173892778e-06
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,1,0,9642,-5.075305255429287e-17 5.7142857143104614e-06 2.85714285710765e-06
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,1,0,443958,-9.868649107779169e-17 2.7777777777589683e-06 2.7777777777589683e-06
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,1,0,225609,3.333333333562412e-06 2.960594732333751e-17 -9.999999999987797e-06
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,1,0,5744,3.448275861999675e-06 3.4482758620456157e-06 3.4482758620953844e-06
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,1,0,5745,3.4482758621834364e-06 -1.0344827586198101e-05 3.448275862060929e-06
CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1,0,5952,-1.1111111111315484e-05 -3.703703703686848e-06 -1.439177994884462e-17
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)[O-],1,0,0,
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])SC1)C(=O)[O-],1,0,0,
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)Cc3cccs3)SC1)C(=O)[O-],1,0,7048634,7.692307692187283e-06 -3.846153846136342e-06 2.1350442781253012e-17
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSc3ccncc3)SC1)C(=O)[O-],1,0,21680724,-3.571428571420248e-06 -3.571428571467829e-06 6.740639792367021e-17
CC(=O)OCC[N+](C)(C)C,1,0,187,-1.3322676295501878e-16 0.0 9.999999999988317e-06
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,1,0,5833,6.8965517241524845e-06 0.0 6.896551724106545e-06
CC(OC(=O)C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\OC)/c3ccco3)COC(=O)N,1,0,0,
CC/C(=C(/CC)\c1ccc(cc1)O)/c2ccc(cc2)O,1,0,0,
CC/C(=C(/CC)\c1ccc(cc1)OP(=O)([O-])[O-])/c2ccc(cc2)OP(=O)([O-])[O-],1,0,0,
CC/C(=C(\c1ccccc1)/c2ccc(cc2)OCC[NH+](C)C)/c3ccccc3,1,0,0,
CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])C,1,0,6971136,-6.666666666710341e-06 7.401486830834377e-17 6.666666666665932e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)/[NH+]=C/N3CCCCCC3)C(=O)[O-])C,1,0,0,
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(=O)[C@H]([NH2+]C3(C)C)c4ccccc4)C(=O)[O-])C,1,0,40473404,3.70370370356349e-06 -3.7037037037279674e-06 7.407407407409162e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)[NH3+])C(=O)[O-])C,1,0,40467057,-1.0658141036401502e-16 7.999999999981355e-06 3.999999999996507e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,1,0,7048611,4.1666666665089265e-06 -4.163336342344337e-17 8.33333333332114e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)NC(=O)N4CCNC4=O)C(=O)[O-])C,1,0,21680715,9.37500000016897e-06 5.551115123125783e-17 9.375000000000702e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccsc3)C(=O)[O-])C(=O)[O-])C,1,0,25164075,3.552713678800501e-17 7.999999999999119e-06 7.999999999999119e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(c3ccccc3)C(=O)[O-])C(=O)[O-])C,1,0,21680713,-3.8461538460424e-06 7.692307692392246e-06 -1.1538461538451728e-05
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3(CCCCC3)[NH3+])C(=O)[O-])C,1,0,0,
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)c3c(cccc3OC)OC)C(=O)[O-])C,1,0,23278031,3.846153846469409e-06 3.846153846144883e-06 -3.846153846136342e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)[O-])C,1,0,640429,4.347826086946389e-06 4.347826087052584e-06 8.695652173950702e-06
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COc3ccccc3)C(=O)[O-])C,1,0,6426739,4.166666666619949e-06 4.625929269271486e-17 -4.166666666643078e-06
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,1,0,10324367,2.7027027026003844e-06 -1.0202049415474412e-16 2.702702702702405e-06
CC1(C([NH2+]C(S1)C(C(=O)NCCCCCC(=O)[O-])NC(=O)Cc2ccccc2)C(=O)[O-])C,1,0,0,
CC1(C(=C)N(C2=CC=CC=C21)CCCCCC(=O)O)C,0,1,85668777,-4.4408920985006264e-17 5.00000000002443e-06 2.7755575615628915e-18
CC1(C(C1C(=O)OCc2cccc(c2)Oc3ccccc3)C=C(Cl)Cl)C,1,0,40326,1.4091292235626986e-16 7.692307692101882e-06 0.0
CC1(C(=O)N(C(=O)N1)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])C,1,0,4493,4.545454545625625e-06 4.545454545433859e-06 -1.3877787807814457e-17
CC1(C(=O)N(C(=O)O1)C)C,1,0,5576,2.0000000000042208e-05 2.2204460492503132e-17 -1.0000000000018327e-05
CC1(C2(C(=O)/C(=C\c3ccc(cc3)/C=C/4\C(=O)C5(C(C4CC5)(C)C)CS(=O)(=O)[O-])/C1CC2)CS(=O)(=O)[O-])C,1,0,0,
CC1(C2CCC(C2)C1(C)[NH2+]C)C,1,0,74652164,-8.333333333276904e-06 -3.700743415417188e-17 1.3877787807814457e-17
CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)[O-])[NH3+])/C(=O)[O-])C,1,0,0,
CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,0,1,11640390,3.1250000005478284e-06 5.551115123125783e-17 9.375000000068356e-06
CC1(CC(=O)N(C1=O)C)c2ccccc2,1,0,6476,-2.960594732333751e-17 -1.4802973661668754e-17 0.0
CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1,0,5284627,4.5454545455045095e-06 -1.3636363636331856e-05 -3.784851220313033e-18
CC12CC3CC(C1)(CC(C3)(C2)[NH3+])C,1,0,3833001,-7.692307692289765e-06 7.692307692375167e-06 0.0
CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C,1,0,13126,
C=C1[C@H](C[C@@H]([C@H]1CO)O)n2cnc3c2nc([nH]c3=O)N,1,0,135398508,-5.000000000010552e-06 4.999999999999449e-06 -9.99999999997947e-06
Cc1[nH+]cc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,1,0,0,
Cc1[nH]c2c(n1)-c3ccccc3N(CC2)C(=O)c4ccc(cc4)NC(=O)c5ccccc5c6ccccc6,1,0,151171,-5.025220006198077e-16 -5.263157894783009e-06 -2.6315789473622877e-06
Cc1c(c(c(c(c1C(=O)[O-])I)NC(=O)C)I)C(=O)NC,1,0,0,
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])C(=O)OCCOC,1,0,4497,-6.666666666621523e-06 -4.4408920985006264e-17 -3.333333333362572e-06
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc3c2non3)C(=O)OC,1,0,3784,-7.407407407357249e-06 9.868649107779169e-17 -7.4074074074230395e-06
CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2[N+](=O)[O-])C(=O)OC,1,0,4485,7.999999999981355e-06 0.0 -3.9999999999457135e-06
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2[N+](=O)[O-])C(=O)OC,1,0,4499,-3.57142857151541e-06 3.571428571467829e-06 -3.5714285714043877e-06
CC1=C(C(C(=C(N1)C)C(=O)OCC[NH+](C)Cc2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OC,1,0,4473,-5.71428571424702e-06 -5.714285714266052e-06 -5.714285714205783e-06
CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)OC,0,1,0,
Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C,1,0,86472,8.823529411665773e-06 -2.9411764704442356e-06 -2.9411764705879115e-06
Cc1c(c(c(c2c1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,1,0,2117,-8.823529411613527e-06 5.8823529411170465e-06 -5.88235294115623e-06
Cc1c(c(c(cn1)CO)CO)O,1,0,1054,0.0 -6.47630097698008e-17 8.333333333330103e-06
Cc1c(c(c(cn1)COP(=O)([O-])[O-])C[NH+](CCN(Cc2c(cnc(c2O)C)COP(=O)([O-])[O-])CC(=O)[O-])CC(=O)[O-])O,1,0,0,
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)[O-])/C)/C,1,0,0,
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,1,0,0,
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,1,0,0,
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)[O-])/C)/C,1,0,0,
CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)[O-])\C)/C,1,0,0,
CC1=C(C(=CC=C1)C)N(CC(=O)NC2=CC=C(C=C2)C3=NOC=N3)C(=O)C4CCS(=O)(=O)CC4,0,1,11397521,-2.9411764703201516e-06 1.1102230246251565e-16 -5.882352941175823e-06
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,0,1,3062316,-9.090909090834074e-06 -6.060606060608757e-06 3.0303030303291907e-06
Cc1c(c(no1)c2c(cccc2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],1,0,6426742,6.666666666739948e-06 -6.666666666710341e-06 -3.3306690738754695e-17
Cc1c(c(no1)c2ccccc2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],1,0,6426740,6.344131569286608e-17 3.571428571467829e-06 1.0714285714296429e-05
Cc1c(c(no1)c2ccccc2)c3ccc(cc3)S(=O)(=O)N,1,0,119607,-9.090909090766788e-06 -4.545454545524695e-06 9.090909090909091e-06
Cc1c(c(no1)c2ccccc2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],1,0,6426741,-3.448275862122183e-06 3.062684205862501e-17 3.4482758620216586e-06
CC1=C(C(=O)C2=C(C1=O)[NH+]3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)[NH3+],1,0,0,
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,0,1,5746,8.333333333443438e-06 -1.850371707708594e-17 -9.25185853854297e-18
CC1=C(C(=O)c2ccccc2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,1,0,0,
CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)C/C=C/C=C,1,0,0,
Cc1c(c(=O)n2c(n1)C(CCC2)O)CC[NH+]3CCC(CC3)c4c5ccc(cc5on4)F,1,0,74652167,-3.2258064516053853e-06 3.2258064516268733e-06 -3.225806451612548e-06
Cc1c(c(=O)n2c(n1)CCCC2)CC[NH+]3CCC(CC3)c4c5ccc(cc5on4)F,1,0,25273227,3.3333333331479292e-06 9.999999999991497e-06 3.3333333333588714e-06
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0,1,5073,3.3333333333847766e-06 -6.666666666665932e-06 6.6666666666520545e-06
Cc1c(c2c(c(c1O)C)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,1,0,14985,6.451612903142724e-06 -3.2258064516483617e-06 6.451612903217933e-06
Cc1c(c2c(c(c1O)C)CCC(O2)(C)COc3ccc(cc3)CC4C(=O)[N-]C(=O)S4)C,1,0,0,
Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CC[NH+](CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,1,0,0,
Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CC[NH+](CC5)C6CCCC6)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,1,0,0,
Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)NC(=C5C3=NC6([NH2+]5)CC[NH+](CC6)CC(C)C)C2=O)/C)C)O)C)O)C)OC(=O)C)C)OC)C)[O-],1,0,0,
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)[O-],1,0,6957647,-4.0000000000794956e-06 -3.99999999995515e-06 5.551115123125783e-18
CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,0,1,0,
Cc1c(cc(c(=O)[nH]1)C#N)c2ccncc2,1,0,0,
CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,0,1,0,
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,0,1,644241,1.0256410256323725e-05 -2.5641025640738144e-06 7.692307692272684e-06
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,0,1,5291,8.10810810768713e-06 -5.405405405344798e-06 0.0
