iupac,smiles,expt,calc,Description
2-isopropylsulfanylpropane,CC(C)SC(C)C,-1.21,0.14,"cid is 40475911,compound_name is (S)-bromacil,cid_paras is 40475911,Molecular_Weight is 261.12,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 260.01604,Monoisotopic_Mass is 260.01604,Topological_Polar_Surface_Area is 49.4,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 312,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
heptane,CCCCCCC,2.67,2.925,"cid is 6346,compound_name is Diiodomethane,cid_paras is 6346,Molecular_Weight is 267.835,XLogP3 is 2.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 267.82460,Monoisotopic_Mass is 267.82460,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 3,Formal_Charge is 0,Complexity is 2.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Highlyrefractiveliquid;Darkensoncontactwithlight,air,andmoisture;mp=6degC;[MerckIndex]Yellowliquid;[Hawley]Palelightyellowliquid;mp5-6degC;[MSDSonline]"
imidazole,c1cnc[nH]1,-9.63,-7.972,"cid is 16003,compound_name is Vernolate,cid_paras is 16003,Molecular_Weight is 203.35,XLogP3 is 3.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 7,Exact_Mass is 203.13438547,Monoisotopic_Mass is 203.13438547,Topological_Polar_Surface_Area is 45.6,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 133,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Clearliquidwithasweetmildodorofgarlic;Technicalproductisclearyellowliquid;[HSDB]Clearliquid;[MSDSonline],Color/Form is Clearliquid,Odor is Slightaromaticodor,Boiling_Point is 149-150°Cat30mmHg,Flash_Point is 252°F0C/TECHNICAL/,Solubility is Misciblewithcommonorganicsolvents,e.g.xylene,methylisobutylketone,kerosene,acetone,ethanol"",""Markup"":[{""Start"":52,""Length"":22,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/methyl%20isobutyl%20ketone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7909"",Density is 0.952at20°C/20°C"
"1,2,3,7-tetrachlorodibenzo-p-dioxin",c1cc2c(cc1Cl)Oc3cc(c(c(c3O2)Cl)Cl)Cl,-3.84,-2.66,"cid is 6375,compound_name is Nitromethane,cid_paras is 6375,Molecular_Weight is 61.040,XLogP3 is 0.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 61.016378338,Monoisotopic_Mass is 61.016378338,Topological_Polar_Surface_Area is 45.8,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 27.5,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Nitromethaneappearsasacolorlessoilyliquid.Flashpoint95°F.Mayviolentlydecomposeifintenselyheatedwhencontaminated.Denserthanwaterandslightlysolubleinwater.Hencesinksinwater.Vaporsareheavierthanair.Moderatelytoxic.Producestoxicoxidesofnitrogenduringcombustion."",""Markup"":[{""Start"":0,""Length"":12,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Nitromethane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6375"",Color/Form is Colorlessliquid,Odor is Moderatelystrong,somewhatdisagreeableodor,Boiling_Point is 214.2°Fat760mmHg(NTP,1992),Melting_Point is -20°F(NTP,1992),Flash_Point is 95°F(NTP,1992),Solubility is greaterthanorequalto100mg/mLat68°F(NTP,1992),Density is 1.139at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
bromacil,CC[C@H](C)n1c(=O)c(c([nH]c1=O)C)Br,-9.73,-14.496,"cid is 10903,compound_name is Ethyl methyl ether,cid_paras is 10903,Molecular_Weight is 60.10,XLogP3 is 0.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 60.057514874,Monoisotopic_Mass is 60.057514874,Topological_Polar_Surface_Area is 9.2,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 7.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Ethylmethyletherappearsasaclearcolorlessgaswithamedicine-likeodor.Lessdensethanwater.Vaporsareheavierthanair.Underprolongedexposuretofireorheatthecontainersmayruptureviolentlyandrocket."",""Markup"":[{""Start"":0,""Length"":18,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Ethyl%20methyl%20ether"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10903"",Color/Form is COLORLESSLIQUID,Boiling_Point is 7.4°C,Melting_Point is -113°C,Flash_Point is -35°F(NFPA,2010),Solubility is SOLINACETONE,Density is 0.7251@0°C/0°C"
diiodomethane,C(I)I,-2.49,-1.882,"cid is 144702,compound_name is 2-Chloro-1,1,1-trimethoxyethane,cid_paras is 144702,Molecular_Weight is 154.59,XLogP3 is 0.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 4,Exact_Mass is 154.0396719,Monoisotopic_Mass is 154.0396719,Topological_Polar_Surface_Area is 27.7,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 64.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
"N,N-dipropyl(propylsulfanyl)formamide",CCCN(CCC)C(=O)SCCC,-4.13,-4.569,"cid is 6360,compound_name is Isobutane,cid_paras is 6360,Molecular_Weight is 58.12,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 58.078250319,Monoisotopic_Mass is 58.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 4.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Isobutaneisacolorlessgaswithafaintpetroleum-likeodor.Itisshippedasaliquefiedgasunderitsvaporpressure.Contactwiththeliquidcancausefrostbite.Itiseasilyignited.Thevaporsareheavierthanair.Anyleakcaneitherbeliquidorvapor.Itcanasphyxiatebythedisplacementofair.Underprolongedexposuretofireorintenseheatthecontainersmayruptureviolentlyandrocket."",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Isobutane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6360,Color/Form is Colorlessgas[Note:Shippedasaliquifiedcompressedgas.Aliquidbelow11°F],Odor is Gasoline-likeornaturalgasodor.,Boiling_Point is 10.8°Fat760mmHg(USCG,1999),Melting_Point is -255°F(NIOSH,2024),Flash_Point is -117°F(USCG,1999),Solubility is Slight(NIOSH,2024),Density is 0.557at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
nitromethane,C[N+](=O)[O-],-4.02,-2.075,"cid is 10430,compound_name is Isovaleric acid,cid_paras is 10430,Molecular_Weight is 102.13,XLogP3 is 1.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 102.068079557,Monoisotopic_Mass is 102.068079557,Topological_Polar_Surface_Area is 37.3,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 66.5,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Isopentanoicacidisacolorlessliquidwithapenetratingodor.Itisslightlysolubleinwater.Itiscorrosivetometalsandtotissue."",""Markup"":[{""Start"":0,""Length"":17,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Isopentanoic%20acid"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10430"",Color/Form is Colorlessliquid,Odor is DISAGREEABLE,RANCID-CHEESEODOR,Boiling_Point is 176.5,""Unit"":""°C"",Melting_Point is -29.3,""Unit"":""°C"",Flash_Point is 70°C,Solubility is 40700,""Unit"":""mg/L(at20°C)"",Density is 0.931@20°C/4°C"
methoxyethane,CCOC,-2.1,-0.71,"cid is 10899,compound_name is 1-Chloropropane,cid_paras is 10899,Molecular_Weight is 78.54,XLogP3 is 2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 78.0236279,Monoisotopic_Mass is 78.0236279,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 7.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1-chloropropaneappearsasaclearcolorlessliquid.Boilingpoint46.6°C.Flashpointbelow0°F.Lessdensethanwaterandslightlysolubleinwater.Vaporsareheavierthanair.Irritantandnarcotic."",""Markup"":[{""Start"":0,""Length"":15,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1-chloropropane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10899"",Color/Form is Colorlessliquid,Odor is Chloroform-likeodor,Boiling_Point is 115to117°Fat760mmHg(USCG,1999),Melting_Point is -189°F(USCG,1999),Flash_Point is 0°F(USCG,1999),Solubility is Inwater,2720mg/Lat25°C"",""Markup"":[{""Start"":3,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 0.892(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":37,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"2-chloro-1,1,1-trimethoxy-ethane",COC(CCl)(OC)OC,-4.59,-3.638,"cid is 8118,compound_name is Dipropyl sulfide,cid_paras is 8118,Molecular_Weight is 118.24,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 4,Exact_Mass is 118.08162162,Monoisotopic_Mass is 118.08162162,Topological_Polar_Surface_Area is 25.3,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 23.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquid;[MerckIndex]Colorlessliquidwithastench;[AlfaAesarMSDS],Boiling_Point is 142.00to143.00°C.@760.00mmHg,Melting_Point is -102.5°C"
isobutane,CC(C)C,2.3,2.535,"cid is 638098,compound_name is (3S)-hexan-3-ol,cid_paras is 638098,Molecular_Weight is 102.17,XLogP3 is 1.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 3,Exact_Mass is 102.104465066,Monoisotopic_Mass is 102.104465066,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 35.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
3-methylbutanoic acid,CC(C)CC(=O)O,-6.09,-8.844,"cid is 13238893,compound_name is N-Methyl-N-(2,2,2-trifluoroethyl)aniline,cid_paras is 13238893,Molecular_Weight is 189.18,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 2,Exact_Mass is 189.07653381,Monoisotopic_Mass is 189.07653381,Topological_Polar_Surface_Area is 3.2,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 149,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
"2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate",CCOP(=O)(OCC)O/C(=C/Cl)/c1ccc(cc1Cl)Cl,-7.07,-9.029,"cid is 10326,compound_name is Indan,cid_paras is 10326,Molecular_Weight is 118.18,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 118.078250319,Monoisotopic_Mass is 118.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 84.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;[MerckIndex]Clearlightyellowliquid;[Sigma-AldrichMSDS]"
1-chloropropane,CCCCl,-0.33,0.973,"cid is 11598,compound_name is 1,5-Hexadiene,cid_paras is 11598,Molecular_Weight is 82.14,XLogP3 is 2.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 3,Exact_Mass is 82.078250319,Monoisotopic_Mass is 82.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 36,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid"
1-propylsulfanylpropane,CCCSCCC,-1.28,0.64,"cid is 7929,compound_name is m-Xylene,cid_paras is 7929,Molecular_Weight is 106.16,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 106.078250319,Monoisotopic_Mass is 106.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 58.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is M-xyleneappearsasacolorlesswateryliquidwithasweetodor.Lessdensethanwater.Insolubleinwater.Irritatingvapor.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/M-xylene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7929"",Color/Form is Clear,colorlessliquid,Odor is Sweetodor,Boiling_Point is 282.4°Fat760mmHg(NTP,1992),Melting_Point is -54.2°F(NTP,1992),Flash_Point is 85°F(NTP,1992),Solubility is Insoluble(NTP,1992),Density is 0.864at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
hexan-3-ol,CCC[C@H](CC)O,-4.06,-2.585,"cid is 6584,compound_name is Methyl acetate,cid_paras is 6584,Molecular_Weight is 74.08,XLogP3 is 0.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 74.036779430,Monoisotopic_Mass is 74.036779430,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 40.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Methylacetateappearsasaclearcolorlessliquidwithafragrantodor.Moderatelytoxic.Flashpoint14°F.Vaporsheavierthanair."",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Methyl%20acetate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6584,Color/Form is Colorless,volatileliquid,Odor is Pleasantodor,Boiling_Point is 134.4°Fat760mmHg(NTP,1992),Melting_Point is -144°F(NTP,1992),Flash_Point is 14°F(NTP,1992),Solubility is greaterthanorequalto100mg/mLat70°F(NTP,1992),Density is 0.927at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
acetonitrile,CC#N,-3.88,-2.789,"cid is 10326,compound_name is Indan,cid_paras is 10326,Molecular_Weight is 118.18,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 118.078250319,Monoisotopic_Mass is 118.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 84.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;[MerckIndex]Clearlightyellowliquid;[Sigma-AldrichMSDS]"
"N-methyl-N-(2,2,2-trifluoroethyl)aniline",CN(CC(F)(F)F)c1ccccc1,-1.92,-3.964,"cid is 7165,compound_name is Ethyl benzoate,cid_paras is 7165,Molecular_Weight is 150.17,XLogP3 is 2.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 150.068079557,Monoisotopic_Mass is 150.068079557,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 126,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Boiling_Point is 75.50°C.@760.00mmHg,Melting_Point is -34°C,Solubility is 0.72mg/mLat25°C,Density is 1.043-1.050"
"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoro-ethane",[C@@H](C(F)(F)F)(OC(F)F)Cl,0.1,-1.156,"cid is 7848,compound_name is 1-Propanethiol,cid_paras is 7848,Molecular_Weight is 76.16,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 76.03467143,Monoisotopic_Mass is 76.03467143,Topological_Polar_Surface_Area is 1,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 7.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Propylmercaptanappearsasacolorlessliquidwithastrong,offensiveodor.Moderatelytoxic.Flashpointbelow0°F.Lessdensethanwaterandslightlysolubleinwater.Hencefloatsonwater.Usedasachemicalintermediateandaherbicide."",""Markup"":[{""Start"":0,""Length"":16,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Propyl%20mercaptan"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7848"",Color/Form is COLORLESS,MOBILELIQUID,Odor is Offensive,Boiling_Point is 153°Fat760mmHg(USCG,1999),Melting_Point is -171°F(USCG,1999),Flash_Point is 5°F(USCG,1999),Solubility is Slight(NIOSH,2024),Density is 0.841at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"hexa-1,5-diene",C=CCCC=C,1.01,2.487,"cid is 8051,compound_name is 2-Heptanone,cid_paras is 8051,Molecular_Weight is 114.19,XLogP3 is 2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 4,Exact_Mass is 114.104465066,Monoisotopic_Mass is 114.104465066,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 66.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is N-amylmethylketoneappearsasaclearcolorlessliquid.Flashpoint126°F.Lessdensethanwaterandonlyslightlysolubleinwater.Hencefloatsonwater.Vaporsheavierthanair.Density6.8lb/gal.Usedasasyntheticflavoringandinperfumes."",""Markup"":[{""Start"":0,""Length"":20,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/N-amyl%20methyl%20ketone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8051"",Color/Form is Colorlesstowhiteliquid,Odor is Penetratingfruityodor,Boiling_Point is 300°Fat760mmHg(USCG,1999),Melting_Point is -31°F(USCG,1999),Flash_Point is 102°F(USCG,1999),Solubility is 0.4%(NIOSH,2024),Density is 0.82(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":36,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
